Early BCE/CE,Late BCE/CE,Biological Taxonomy,Taxonomic Identifier,Anatomical Identification,Element,Taxonomic ID,Analysis Notes,Certainty
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,mandible,tooth in mandible,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,cranium,frontal,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ilium,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,cervical vertebra 1,atlas,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,cranium,frontal,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ischium,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ischium,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,humerus,humerus,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ischium,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,cranium,petrous,Ovis sp.,All taxa recorded,not sure (less than 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ilium,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,humerus,humerus,medium-sized artiodactyl (mostly Ovis/Capra/deer),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,centroquartal bone,tarsal central + IV,Bos sp.,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,calcaneus,calcaneus,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,skull,skull,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,calcaneus,calcaneus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pubis,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ischium,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Vulpes,Vulpes,mandible,mandible with teeth,Vulpes sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pubis,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ischium,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,humerus,humerus,medium-sized artiodactyl (mostly Ovis/Capra/deer),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,distal phalanx,phalanx 3,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pubis,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,talus,astragalus,small/medium equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,distal phalanx,phalanx 3,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pubis,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,humerus,humerus,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,cervical vertebra 1,atlas,medium-sized artiodactyl (mostly Ovis/Capra/deer),sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,cranium,petrous,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pubis,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,distal phalanx,phalanx 3,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,ulna,ulna,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,radius bone,radius,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sus,Sus,mandible,mandible with teeth,Sus scrofa,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,radius bone,radius,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,cervical vertebra 2,axis,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,ischium,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,proximal phalanx,phalanx 1,small to medium-sized mammal (dog),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,humerus,humerus,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,distal phalanx,phalanx 3,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,humerus,humerus,large-sized artiodactyl,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,distal phalanx,phalanx 3,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,fused carpals 2 and 3,carpal II + III,Capra sp.,All taxa recorded,not sure (less than 66% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,mandible,mandible without teeth,Equus sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Vulpes,Vulpes,mandible,mandible without teeth,Vulpes sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,scapula,scapula,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Vulpes,Vulpes,mandible,mandible with teeth,Vulpes sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Vulpes,Vulpes,mandible,mandible with teeth,Vulpes sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,cervical vertebra 1,atlas,Equus sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,metatarsal bone of digit 3,metatarsus III,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Cervidae,Cervidae,antler,antler,small cervid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ilium,small to medium-sized mammal (dog),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,distal phalanx,phalanx 3,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Vulpes,Vulpes,maxilla,maxilla with teeth,Vulpes sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,distal phalanx,phalanx 3,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,mandible,mandible without teeth,Equus sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,lateral malleolus of fibula,lateral malleolus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized bovid/cervid,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,proximal phalanx,phalanx 1,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,distal phalanx,phalanx 3,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,horn,horn core,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,maxilla,maxilla with teeth,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,distal phalanx,phalanx 3,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,distal phalanx,phalanx 3,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,calcaneus,calcaneus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metacarpal bones 3 and 4,metacarpus III + IV,medium-sized artiodactyl (mostly Ovis/Capra/deer),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Mammalia,Mammalia,femur,femur,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Mammalia,Mammalia,femur,femur,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,mandible,mandible with teeth,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,lunate,intermediate carpal,Bos sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,metapodium bone,"metapodial, indeterminate",medium-sized artiodactyl (mostly Ovis/Capra/deer),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,metapodium bone,"metapodial, indeterminate",medium-sized artiodactyl (mostly Ovis/Capra/deer),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,distal phalanx,phalanx 3,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large to medium-sized mammal (large Sus),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Mammalia,Mammalia,radius bone,radius,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,distal phalanx,phalanx 3,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,horn,horn core,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,tibia,tibia,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,radius bone,radius,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,tibia,tibia,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,calcaneus,calcaneus,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,scaphoid,radial carpal,Bos sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metatarsal bones 3 and 4,metatarsus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,tooth in mandible,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,distal phalanx,phalanx 3,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,tibia,tibia,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,ischium,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,mandible,mandible without teeth,large equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Mammalia,Mammalia,femur,femur,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,tooth in mandible,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,proximal phalanx,phalanx 1,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Capra,Capra,proximal phalanx,phalanx 1,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,calcaneus,calcaneus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metatarsal bones 3 and 4,metatarsus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,tooth in mandible,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metatarsal bones 3 and 4,metatarsus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metatarsal bones 3 and 4,metatarsus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,ulna,ulna,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metatarsal bones 3 and 4,metatarsus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,femur,femur,small to medium-sized mammal (dog),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metatarsal bones 3 and 4,metatarsus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metatarsal bones 3 and 4,metatarsus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,metapodium bone,"metapodial, indeterminate",medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pubis,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,maxilla,tooth in maxilla,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,metapodium bone,"metapodial, indeterminate",medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sus,Sus,talus,astragalus,Sus scrofa,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Cervidae,Cervidae,talus,astragalus,large cervid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metacarpal bones 3 and 4,metacarpus III + IV,large-sized artiodactyl,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,tooth in mandible,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,ischium,medium-sized bovid/cervid,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,ischium,medium-sized bovid/cervid,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,tooth in mandible,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,distal phalanx,phalanx 3,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,tooth in mandible,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,tooth in mandible,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,ischium,medium-sized bovid/cervid,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized artiodactyl (mostly Ovis/Capra/deer),sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metacarpal bones 3 and 4,metacarpus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metacarpal bones 3 and 4,metacarpus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,tooth in mandible,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,tooth in mandible,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,tooth in mandible,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,tooth in mandible,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metatarsal bones 3 and 4,metatarsus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,premaxilla,premaxilla without teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metacarpal bones 3 and 4,metacarpus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metacarpal bones 3 and 4,metacarpus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metatarsal bones 3 and 4,metatarsus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,distal phalanx,phalanx 3,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metatarsal bones 3 and 4,metatarsus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,maxilla,tooth in maxilla,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,maxilla,tooth in maxilla,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,fused metacarpal bones 3 and 4,metacarpus III + IV,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,tooth in mandible,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,tooth in mandible,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
