Early BCE/CE,Late BCE/CE,Biological Taxonomy,Taxonomic Identifier,Anatomical Identification,Element,Taxonomic ID,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,middle phalanx,Phalanx anterior/posterior 2,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,thoracic vertebra,Thoracic vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 1,Atlas,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra,Cervical vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra,Cervical vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 2,Axis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,lumbar vertebra,Lumbar vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 2,Axis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,sacrum,Sacrum,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 1,Atlas,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 1,Atlas,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,bone,Nonidentified long bone shaft fragment,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra,Cervical vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,thoracic vertebra,Thoracic vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,lumbar vertebra,Lumbar vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 1,Atlas,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 1,Atlas,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 1,Atlas,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 1,Atlas,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,calcaneus,Calcaneus,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,vertebra,Nonidentified vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,vertebra,Nonidentified vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,femur,Femur,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra,Cervical vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra,Cervical vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra,Cervical vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,femur,Femur,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,femur,Femur,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra,Cervical vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,sesamoid bone,Proximal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 1,Atlas,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 2,Axis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 2,Axis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 2,Axis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,lumbar vertebra,Lumbar vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,lumbar vertebra,Lumbar vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,caudal vertebra,Caudal vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,scapula,Scapula,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,scapula,Scapula,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,scapula,Scapula,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,femur,Femur,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,humerus,Humerus,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,thoracic vertebra,Thoracic vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,cervical vertebra 2,Axis,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,thoracic vertebra,Thoracic vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,sternum,Sternum,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,thoracic vertebra,Thoracic vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,thoracic vertebra,Thoracic vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,scapula,Scapula,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,scapula,Scapula,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,sternum,Sternum,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,sternum,Sternum,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,sternum,Sternum,Ovis/Capra,,,,,,,,,,,,,,,,,,,
